CUSTOMER_ID,CUSTOMER_AGE,REGION_DENSITY
POL015368,52,8794
POL018320,43,8794
POL011565,52,4990
POL049451,40,34791
POL052496,40,73430
POL037919,39,5410
POL044994,43,8794
POL047043,41,27003
POL048834,48,4990
POL049392,50,3264
POL016232,52,8794
POL051800,37,34738
POL016852,60,8794
POL043066,35,8794
POL009316,38,8794
POL042036,56,17804
POL030297,52,34738
POL017784,49,8794
POL008247,39,13051
POL019640,40,17804
POL057679,47,27003
POL017552,41,8794
POL030169,39,4076
POL019487,36,8794
POL039676,42,13051
POL016187,57,6112
POL013926,35,4990
POL009174,50,27003
POL014343,36,6112
POL019049,43,34791
POL057241,49,34791
POL045367,55,34738
POL038828,41,4990
POL006854,47,4076
POL051703,55,6112
POL042014,40,8794
POL055647,58,7788
POL000768,54,8794
POL002699,49,27003
POL045180,40,13051
POL056912,40,5410
POL030032,40,4990
POL001504,57,73430
POL038579,49,8794
POL000742,45,6112
POL012172,39,27003
POL029784,56,17804
POL054153,45,21622
POL021799,38,290
POL031526,35,8794
POL053847,43,5410
POL034557,40,27003
POL004157,44,8794
POL027195,41,34791
POL039332,35,4076
POL016981,57,8794
POL028953,39,8794
POL018313,54,34738
POL055074,49,73430
POL038457,54,17804
POL055122,54,34738
POL035052,47,8794
POL045313,50,13051
POL033677,48,13051
POL051667,45,4990
POL041195,37,73430
POL000533,39,8794
POL046959,44,4076
POL035347,47,73430
POL051923,41,7788
POL021906,35,4076
POL046635,37,4076
POL026079,38,27003
POL010035,38,17804
POL038789,51,27003
POL001685,37,8794
POL050354,37,34791
POL057911,56,8794
POL009961,35,5410
POL028698,38,8794
POL029694,46,5410
POL023235,40,27003
POL043197,50,4076
POL026330,48,4076
POL004032,37,27003
POL046737,37,17804
POL034677,49,73430
POL056893,50,8794
POL012416,57,73430
POL000116,37,73430
POL034249,52,4990
POL011352,35,27003
POL002998,45,6108
POL039713,57,8794
POL008712,36,6108
POL056691,47,27742
POL010777,45,17804
POL024259,42,4076
POL029720,43,4990
POL055229,48,5410
POL004388,40,34738
POL048589,44,21622
POL054015,44,27003
POL020271,40,8794
POL028150,40,34738
POL000925,48,20905
POL008510,43,34738
POL009573,40,4076
POL017506,40,4076
POL048794,37,27003
POL044060,45,73430
POL000427,52,4076
POL006951,38,4990
POL055249,50,4990
POL027661,53,73430
POL017945,66,8794
POL049602,44,7788
POL023678,53,34738
POL023400,44,34738
POL033779,41,8794
POL041920,41,8794
POL018171,39,8794
POL017713,51,34738
POL001236,48,34791
POL054064,42,17804
POL016001,47,8794
POL027849,53,17804
POL013870,48,27003
POL008323,52,5410
POL034061,47,34738
POL053003,46,5410
POL054471,43,8794
POL045629,47,27003
POL042264,41,8794
POL038542,46,5410
POL036921,50,34738
POL027145,36,13051
POL031236,40,8794
POL013538,43,34738
POL051049,50,8794
POL002952,39,4076
POL028302,40,8794
POL055968,58,8794
POL015104,44,8794
POL026189,43,4076
POL018166,37,27003
POL053229,53,6108
POL041086,37,4076
POL032761,42,73430
POL048201,54,8794
POL018843,37,34738
POL021196,38,27003
POL007832,48,7788
POL054237,37,17804
POL007319,51,8794
POL058315,41,27003
POL047501,49,4990
POL024555,47,4076
POL030991,60,8794
POL004755,45,34791
POL018619,41,4076
POL031050,39,4076
POL050007,43,8794
POL029739,40,8794
POL039397,51,27003
POL054033,57,8794
POL020467,60,17804
POL023960,46,8794
POL026929,57,8794
POL028812,44,73430
POL037842,40,7788
POL049251,35,4076
POL047759,40,5410
POL010645,40,6112
POL018360,37,7788
POL044416,43,34738
POL013066,35,8794
POL032068,52,73430
POL044770,38,34738
POL056208,48,8794
POL018762,54,8794
POL045002,40,8794
POL020654,39,4076
POL004520,51,8794
POL053920,45,73430
POL002663,42,17804
POL015172,65,7788
POL008880,39,27003
POL046229,40,34738
POL045265,56,27003
POL021012,47,8794
POL047909,36,6112
POL009566,35,34738
POL011664,36,73430
POL033800,40,8794
POL008263,50,7788
POL009547,46,73430
POL030273,57,27003
POL057879,41,5410
POL021565,36,27003
POL027971,56,8794
POL000872,47,4076
POL026554,41,20905
POL004342,39,8794
POL038062,45,8794
POL044913,36,27003
POL045867,54,8794
POL044814,53,34738
POL040094,43,8794
POL030005,43,5410
POL048085,62,34738
POL047568,60,34738
POL004004,56,34738
POL036284,50,73430
POL044005,40,8794
POL056786,38,8794
POL032663,46,27003
POL020218,44,8794
POL033668,44,8794
POL026870,36,13051
POL019251,42,8794
POL029556,53,6108
POL039639,35,34738
POL026186,43,21622
POL048439,36,34738
POL015803,35,7788
POL057375,41,4076
POL020842,40,34738
POL029517,42,8794
POL058567,36,34738
POL007786,37,34738
POL055520,42,27003
POL005570,46,34738
POL027644,41,5410
POL017412,61,6108
POL039235,49,4076
POL012831,40,6108
POL039987,44,8794
POL048505,43,6112
POL017599,61,8794
POL022243,40,6112
POL017972,42,6112
POL048387,40,27003
POL011587,58,4076
POL000658,40,35036
POL035396,37,16206
POL038519,40,8794
POL058051,44,27003
POL049030,36,27003
POL003901,46,65567
POL044680,49,34738
POL024981,36,8794
POL032911,57,7788
POL022922,57,27742
POL051990,35,34738
POL049242,48,34738
POL009666,47,7788
POL048623,41,8794
POL028772,64,8794
POL012608,46,8794
POL002710,35,8794
POL017624,37,290
POL048216,37,8794
POL058137,35,34738
POL040310,60,4076
POL050373,46,4990
POL045382,48,4076
POL055581,49,34738
POL047952,44,34738
POL049586,42,27003
POL009050,60,34738
POL052827,50,8794
POL008501,39,4076
POL032551,45,27003
POL054476,35,17804
POL004267,45,7788
POL048391,52,27003
POL015769,44,8794
POL023273,36,4076
POL038265,41,8794
POL033847,43,4076
POL026986,54,73430
POL036227,37,27003
POL043016,49,4990
POL009564,47,34738
POL019259,48,5410
POL024837,37,8794
POL032426,48,5410
POL007176,41,73430
POL003574,39,3264
POL038184,46,34738
POL006459,62,8794
POL033771,43,8794
POL043939,56,27003
POL039690,52,17804
POL052873,46,7788
POL014490,38,34791
POL044205,49,5410
POL045155,38,73430
POL025387,49,8794
POL040052,40,8794
POL035327,40,27003
POL050472,39,27003
POL054570,40,290
POL017833,39,73430
POL030318,44,7788
POL028665,37,34738
POL048204,45,6112
POL024925,36,27003
POL013803,48,34791
POL042537,45,27003
POL018411,39,17804
POL030565,53,34738
POL035428,39,34738
POL005267,41,27003
POL002352,39,4076
POL039570,37,4076
POL044125,36,4076
POL000479,48,5410
POL006412,45,5410
POL033579,48,8794
POL052090,55,16206
POL039415,47,8794
POL047463,45,5410
POL037881,53,8794
POL044151,40,8794
POL039946,36,27003
POL029503,35,17804
POL050646,37,13051
POL022707,45,4990
POL030612,57,34738
POL045831,40,8794
POL038369,50,5410
POL052416,47,4076
POL020537,43,4076
POL021628,45,4076
POL032293,49,34738
POL049022,44,8794
POL044983,43,27003
POL036520,50,8794
POL016317,45,34738
POL038086,49,34738
POL021919,64,27003
POL013407,35,6112
POL036733,41,4990
POL004921,40,8794
POL051702,52,27003
POL054807,54,8794
POL010564,41,8794
POL045296,35,8794
POL054919,56,8794
POL010135,43,73430
POL011735,44,8794
POL008450,48,5410
POL025186,45,34738
POL039702,60,8794
POL009816,40,27003
POL015653,43,7788
POL045234,43,27003
POL014220,48,8794
POL006821,52,27742
POL046623,57,6108
POL039413,39,8794
POL025813,46,73430
POL006695,58,34738
POL014591,40,4990
POL012090,37,27003
POL057615,37,17804
POL006933,38,8794
POL020772,45,34738
POL058344,51,27003
POL008049,47,8794
POL014630,56,4076
POL032980,50,5410
POL056262,41,8794
POL024107,57,4076
POL015587,42,27003
POL030995,54,17804
POL026190,46,27003
POL016247,35,73430
POL027544,36,6108
POL020652,40,34738
POL002618,37,4076
POL004974,41,73430
POL057344,44,27742
POL023057,40,7788
POL049715,49,8794
POL016191,47,8794
POL005406,50,27003
POL040660,39,7788
POL027071,44,34791
POL049093,44,73430
POL041950,44,8794
POL038015,44,34738
POL003284,54,27003
POL052253,36,7788
POL053492,35,4076
POL027102,42,7788
POL038314,40,8794
POL051046,41,6112
POL027824,42,8794
POL056045,42,7788
POL019671,59,8794
POL047527,39,8794
POL049830,60,27742
POL031282,43,27742
POL049053,36,17804
POL041826,45,8794
POL025674,45,13051
POL035309,37,27003
POL024536,40,8794
POL054827,47,13051
POL000749,43,17804
POL021731,47,73430
POL011943,50,34738
POL042989,54,13051
POL021375,36,27003
POL045777,43,5410
POL026450,52,34738
POL013118,45,34791
POL009669,37,6108
POL025968,35,8794
POL037346,54,7788
POL043566,39,4076
POL013550,38,34738
POL015909,35,27003
POL041284,49,34738
POL013048,37,5410
POL042770,38,8794
POL048340,35,8794
POL004218,36,4076
POL015576,36,8794
POL020072,42,8794
POL002023,53,27003
POL027472,37,8794
POL006047,44,34738
POL042505,51,5410
POL054338,48,5410
POL043514,38,27003
POL049286,35,27003
POL015967,53,27003
POL009507,51,27742
POL044268,41,34791
POL028794,54,34738
POL044291,54,27742
POL055724,36,73430
POL040261,50,8794
POL049737,39,4076
POL049369,53,8794
POL021435,36,27003
POL010144,37,27003
POL039887,44,8794
POL021112,53,8794
POL029657,46,8794
POL035061,46,17804
POL043108,53,7788
POL037709,43,8794
POL011924,37,27003
POL041432,41,27003
POL046153,54,34738
POL054284,38,6112
POL012068,44,7788
POL033087,42,16206
POL010418,39,8794
POL049647,38,16206
POL045066,41,5410
POL039360,39,27003
POL002906,48,27742
POL001617,43,27742
POL052613,36,16206
POL017367,36,8794
POL000824,43,34738
POL046179,51,17804
POL044872,56,73430
POL036438,49,4076
POL052169,50,65567
POL034419,37,4076
POL009398,52,8794
POL044531,43,4076
POL023315,58,4076
POL036550,41,34738
POL052641,35,34791
POL056920,40,27003
POL033994,50,17804
POL007860,37,35036
POL040456,48,4076
POL027382,45,73430
POL052231,36,6112
POL003568,53,7788
POL013114,44,6112
POL034298,56,27003
POL054261,44,4990
POL057139,36,4990
POL030475,43,8794
POL018531,37,8794
POL015807,54,8794
POL052305,48,4076
POL030036,41,27003
POL015861,48,34791
POL014289,45,4076
POL026434,39,8794
POL055193,43,8794
POL039593,44,8794
POL013212,35,4076
POL013563,40,8794
POL031587,35,17804
POL048864,38,290
POL005587,36,7788
POL026356,44,6108
POL017005,45,5410
POL021463,54,27003
POL000381,48,17804
POL031958,45,8794
POL051134,52,4076
POL023972,48,34738
POL031665,52,73430
POL043751,54,73430
POL017568,46,8794
POL032545,54,34738
POL053822,53,8794
POL058145,43,7788
POL017777,51,4076
POL009845,47,5410
POL052410,47,8794
POL020449,49,73430
POL024714,40,8794
POL000206,48,27003
POL037899,36,4076
POL038874,45,34738
POL017292,41,8794
POL013099,55,4076
POL006658,54,8794
POL044340,54,8794
POL020743,40,8794
POL057789,53,34738
POL049725,63,6112
POL039802,49,6108
POL030076,37,6112
POL054646,57,8794
POL000683,57,7788
POL033507,48,4990
POL035573,52,8794
POL005815,49,8794
POL007384,45,4990
POL028156,35,8794
POL013693,36,6112
POL021646,39,17804
POL047769,35,5410
POL053092,39,4076
POL002197,42,73430
POL020308,39,8794
POL040324,35,6112
POL001118,36,34791
POL040777,47,27003
POL048534,57,8794
POL032992,39,17804
POL024780,44,34738
POL012079,54,34738
POL054199,54,34738
POL003057,52,34738
POL022737,56,34738
POL019497,41,34738
POL011215,43,4990
POL045323,37,6112
POL054572,37,34738
POL040801,40,34738
POL053028,38,8794
POL047071,44,34791
POL041522,36,6112
POL047156,43,34738
POL014485,37,6112
POL027595,37,34738
POL042494,35,4076
POL016627,41,13051
POL039452,42,27003
POL001995,41,34738
POL002598,54,8794
POL005690,37,8794
POL030492,43,17804
POL027427,36,34738
POL041754,43,8794
POL011287,37,16206
POL033916,43,4990
POL030062,37,27003
POL032275,39,34738
POL047715,50,8794
POL045451,45,34738
POL051092,47,8794
POL046895,40,27003
POL031477,47,8794
POL041055,43,6112
POL000577,57,4990
POL054548,53,17804
POL008933,39,4076
POL013933,41,290
POL017072,49,34738
POL003856,59,5410
POL007440,46,6112
POL020488,49,5410
POL013161,50,7788
POL000946,49,8794
POL051190,46,8794
POL036565,44,7788
POL001340,45,8794
POL029926,45,34791
POL049991,37,8794
POL049813,45,27003
POL052905,40,8794
POL050323,36,4990
POL005692,61,5410
POL024877,40,8794
POL026014,38,27003
POL026072,48,8794
POL040706,44,7788
POL053091,42,5410
POL030202,44,34738
POL002128,64,8794
POL031011,51,27003
POL046463,42,21622
POL046950,43,5410
POL013324,41,73430
POL042141,43,8794
POL014418,54,5410
POL015722,40,73430
POL042712,43,8794
POL051576,42,34791
POL019877,57,6108
POL005272,49,34738
POL012027,41,8794
POL030089,53,4076
POL022881,40,17804
POL041631,39,8794
POL041388,52,4076
POL047822,45,73430
POL022286,43,27003
POL056302,52,8794
POL052530,48,4076
POL050520,61,7788
POL015090,41,34738
POL056197,39,4076
POL039959,37,34738
POL036397,45,7788
POL021111,49,27742
POL021811,48,4990
POL024057,49,4076
POL037783,58,73430
POL005784,41,16206
POL007178,49,4076
POL028907,47,7788
POL054872,39,8794
POL039295,36,8794
POL035621,43,4076
POL011764,47,4076
POL056085,40,17804
POL046261,45,8794
POL054987,41,8794
POL036593,47,8794
POL030065,51,73430
POL046679,47,34738
POL022493,49,17804
POL035713,48,4076
POL026420,40,7788
POL025579,41,27003
POL021439,57,8794
POL056782,47,73430
POL045721,42,8794
POL025681,39,73430
POL055645,50,8794
POL000599,50,34738
POL006349,44,8794
POL035543,50,34791
POL031644,43,8794
POL044794,38,8794
POL048313,39,8794
POL031506,56,4076
POL026974,44,34738
POL032321,41,7788
POL041450,47,290
POL019754,41,17804
POL044279,40,8794
POL041475,41,5410
POL055464,44,27003
POL013106,61,5410
POL031590,37,17804
POL020425,63,34738
POL009744,40,34738
POL026872,43,8794
POL046965,37,7788
POL005349,35,16206
POL038689,61,8794
POL058316,38,7788
POL033950,51,5410
POL044619,43,8794
POL031491,40,27003
POL018561,40,34738
POL013313,37,7788
POL054515,40,13051
POL006397,46,34738
POL036776,43,8794
POL005178,56,7788
POL014389,45,27003
POL033546,43,5410
POL018761,59,8794
POL033476,42,7788
POL015714,48,8794
POL017396,43,27003
POL000229,45,4076
POL030331,43,4076
POL011139,35,8794
POL051910,43,4076
POL048365,47,8794
POL034521,48,8794
POL005674,44,4076
POL027043,50,8794
POL019949,46,4990
POL036066,41,5410
POL051081,40,4076
POL038752,35,6112
POL030418,39,8794
POL005699,36,27003
POL040957,47,73430
POL038427,40,6108
POL028729,54,4076
POL017571,57,34738
POL023831,55,27003
POL003945,35,27003
POL038038,58,73430
POL040587,46,34738
POL027968,50,34738
POL011823,51,8794
POL056338,41,8794
POL027596,41,4076
POL049806,40,4076
POL007880,35,34738
POL023155,44,34791
POL011675,36,4076
POL016040,42,73430
POL003341,54,6112
POL027620,36,4076
POL033238,54,7788
POL053319,39,27003
POL005635,38,34791
POL043750,42,5410
POL012822,61,27003
POL053720,62,34738
POL052047,39,27003
POL044305,54,5410
POL001291,38,8794
POL024694,64,8794
POL048722,40,6112
POL057297,37,6112
POL051793,41,5410
POL021755,41,6108
POL018683,38,5410
POL042627,48,27003
POL046657,40,5410
POL019667,43,27003
POL043408,44,17804
POL031965,60,8794
POL023365,54,27742
POL051863,48,4990
POL019707,51,7788
POL009346,50,7788
POL014068,42,4076
POL024792,40,27742
POL007941,45,8794
POL017545,57,4076
POL016154,39,73430
POL006181,49,4076
POL041031,40,34738
POL043134,37,17804
POL048146,36,8794
POL014241,43,27003
POL003903,40,8794
POL052961,40,73430
POL041762,37,8794
POL045214,43,8794
POL018540,40,8794
POL008011,37,4076
POL037758,44,27003
POL026109,47,13051
POL013341,44,34738
POL019055,48,73430
POL014771,38,34738
POL049635,37,34738
POL026369,52,13051
POL008346,41,290
POL056211,39,17804
POL001373,41,4990
POL057802,37,16733
POL014700,39,17804
POL013335,49,4076
POL050715,40,8794
POL046493,50,65567
POL048208,35,27003
POL044632,45,8794
POL052619,64,27003
POL019172,52,34738
POL035757,44,8794
POL031060,60,17804
POL011905,37,8794
POL015855,40,4076
POL024858,39,73430
POL057316,40,6112
POL033773,43,5410
POL027183,47,8794
POL056334,41,8794
POL006716,43,27003
POL032782,43,6112
POL016571,35,6112
POL044066,39,73430
POL007067,46,27003
POL057901,40,7788
POL023893,54,17804
POL039409,47,4076
POL029397,54,4076
POL003951,47,4076
POL056283,42,17804
POL046664,48,7788
POL022327,49,34738
POL048831,49,4076
POL030578,35,27003
POL053035,51,13051
POL023695,49,34738
POL037656,41,4076
POL011190,43,4076
POL012509,43,6112
POL014180,35,65567
POL052636,42,8794
POL034509,48,8794
POL016522,40,6112
POL039532,52,8794
POL012728,45,8794
POL018807,50,73430
POL018218,47,13051
POL046803,43,8794
POL041133,40,34738
POL012644,36,8794
POL026360,41,34738
POL008201,40,8794
POL031340,41,27003
POL038164,44,6108
POL003664,42,27003
POL041722,36,8794
POL052049,35,73430
POL038073,57,5410
POL006438,46,8794
POL018101,55,34738
POL004573,49,73430
POL015875,54,73430
POL052944,47,7788
POL056074,40,34738
POL012140,54,4076
POL056095,42,8794
POL005941,45,8794
POL000794,39,6112
POL044694,35,290
POL056117,49,34738
POL028637,39,34738
POL001357,52,27003
POL002824,43,290
POL018021,41,73430
POL006975,43,8794
POL053245,38,4076
POL029753,47,6108
POL033021,52,6112
POL021110,36,8794
POL005093,48,8794
POL038471,45,73430
POL041783,65,8794
POL037474,47,34791
POL023973,36,8794
POL022321,51,27003
POL020568,47,5410
POL032955,44,8794
POL039850,72,7788
POL002445,43,34738
POL041490,41,17804
POL055950,44,6112
POL013802,37,27003
POL033908,40,4076
POL002456,50,7788
POL046809,45,4076
POL038669,36,34738
POL042916,49,27003
POL033381,36,5410
POL026383,35,7788
POL037675,48,8794
POL028419,47,7788
POL014414,38,8794
POL045517,57,8794
POL001755,35,34791
POL032064,45,13051
POL040731,54,21622
POL017398,45,27003
POL001109,35,290
POL004724,56,8794
POL028974,44,34791
POL038488,37,4076
POL007512,38,8794
POL029521,52,4076
POL039410,45,16206
POL049458,38,6112
POL026961,40,8794
POL057102,35,7788
POL013184,37,27003
POL031754,44,8794
POL033483,38,8794
POL022444,39,8794
POL021840,41,4076
POL041471,40,27003
POL047253,39,8794
POL049774,41,27003
POL027351,39,17804
POL013328,41,5410
POL003496,56,6112
POL018079,48,73430
POL058536,36,34738
POL000193,45,8794
POL043000,40,8794
POL014415,44,4076
POL034528,45,6108
POL038546,40,8794
POL033885,52,4076
POL026931,45,34738
POL008024,40,6112
POL011786,41,8794
POL033887,43,27003
POL051974,43,7788
POL015937,58,27003
POL037566,39,8794
POL044799,45,6112
POL004742,60,17804
POL012808,49,27003
POL019996,44,34738
POL029412,42,6112
POL046834,45,5410
POL020008,41,17804
POL000089,39,6112
POL016553,41,27003
POL041943,43,17804
POL023176,52,27003
POL045045,38,8794
POL011302,41,27003
POL042586,42,6112
POL041667,50,34791
POL028700,54,7788
POL007603,40,4990
POL033741,36,4990
POL028210,37,8794
POL041851,39,7788
POL030658,49,4076
POL020874,39,6108
POL038147,35,8794
POL034315,57,34738
POL056507,48,5410
POL057957,35,17804
POL012035,44,6112
POL011896,35,27742
POL049351,50,27003
POL056604,37,6112
POL023212,47,6108
POL017088,35,8794
POL055141,45,6108
POL048971,44,7788
POL044892,40,8794
POL015359,41,5410
POL014282,39,27003
POL052439,37,21622
POL040178,41,17804
POL055347,48,17804
POL057372,50,3264
POL000205,48,34738
POL021487,35,4076
POL006068,46,7788
POL025781,35,6112
POL001907,40,5410
POL054194,58,6108
POL040258,51,27003
POL058187,42,7788
POL034870,45,3264
POL036542,44,27742
POL010759,39,6112
POL034952,50,8794
POL044094,50,73430
POL033151,42,27003
POL053638,40,8794
POL023352,46,7788
POL040952,54,17804
POL058068,51,8794
POL006465,42,16206
POL008559,44,8794
POL009678,50,7788
POL011835,41,6112
POL015012,35,5410
POL021605,64,17804
POL039236,37,27003
POL043391,39,17804
POL019578,47,8794
POL008857,39,34738
POL018266,37,34738
POL027013,48,34738
POL035099,58,17804
POL034816,47,17804
POL043520,61,8794
POL042797,37,6112
POL042019,44,27003
POL040872,39,34791
POL051127,38,34738
POL010393,35,34738
POL021854,36,4076
POL020784,58,5410
POL001627,40,73430
POL035262,39,34738
POL018661,35,13051
POL045299,53,4076
POL007205,45,4990
POL004064,56,5410
POL055126,40,17804
POL056125,54,34738
POL034503,36,17804
POL005191,36,34791
POL019893,37,5410
POL037980,45,5410
POL055943,45,8794
POL018744,44,27003
POL051572,40,27003
POL037059,48,6108
POL037315,35,8794
POL018874,36,8794
POL051196,47,73430
POL018381,45,34738
POL011806,36,4076
POL007234,43,13051
POL011022,50,34738
POL007997,57,34738
POL042815,48,34738
POL048133,49,8794
POL015323,48,8794
POL020064,36,35036
POL019463,39,4076
POL019090,54,34791
POL019701,42,290
POL001647,40,27003
POL042676,54,34738
POL051761,47,4990
POL002632,44,7788
POL036241,53,6108
POL014340,47,4076
POL038962,46,4076
POL001818,35,8794
POL022235,62,8794
POL021746,44,7788
POL011584,46,8794
POL032259,35,34738
POL031410,44,73430
POL051054,42,7788
POL040864,55,27742
POL003300,38,5410
POL032628,60,34738
POL051132,50,8794
POL055824,54,34791
POL005730,48,8794
POL057912,54,34738
POL014453,51,4076
POL024531,39,8794
POL010709,43,8794
POL002903,37,5410
POL034645,44,8794
POL037332,52,8794
POL046833,59,34738
POL044951,35,16733
POL031860,42,27003
POL012552,57,13051
POL013482,57,8794
POL045064,48,6112
POL056566,65,8794
POL038117,45,4076
POL035153,47,7788
POL001058,54,8794
POL015370,37,4076
POL051115,40,34738
POL012020,62,34738
POL056090,39,8794
POL039375,50,7788
POL047894,41,8794
POL036334,58,34738
POL000843,40,8794
POL030008,44,8794
POL048824,42,4990
POL006331,40,20905
POL056699,52,27003
POL038849,40,8794
POL030812,41,4990
POL054360,51,34738
POL001666,35,6112
POL038813,43,8794
POL024709,59,34738
POL027943,49,73430
POL036408,44,8794
POL036893,47,27742
POL050022,39,4076
POL046393,41,34738
POL055516,45,6108
POL012783,44,13051
POL032477,42,8794
POL008358,45,8794
POL035566,47,34738
POL034118,57,6112
POL037735,41,17804
POL032626,35,8794
POL048026,37,34738
POL044900,41,8794
POL014354,51,4076
POL027918,38,7788
POL014579,44,27742
POL025136,45,21622
POL047869,47,13051
POL056370,49,20905
POL015538,38,5410
POL049338,45,5410
POL023787,45,5410
POL055442,42,5410
POL007267,35,4990
POL006730,36,8794
POL053168,48,27003
POL019228,42,8794
POL029375,39,73430
POL035615,40,34738
POL025145,60,27003
POL024396,41,65567
POL051966,38,8794
POL023192,41,8794
POL032686,43,4076
POL032226,43,5410
POL047240,36,16206
POL042085,44,4076
POL002294,42,17804
POL038674,52,8794
POL037746,37,5410
POL019937,50,34738
POL056774,56,34738
POL054308,35,6112
POL034637,43,8794
POL037406,60,8794
POL017691,48,27742
POL045278,44,8794
POL011228,41,27003
POL028133,36,73430
POL004745,48,27742
POL046316,36,34791
POL057798,45,8794
POL032671,47,8794
POL003187,39,34738
POL007874,46,7788
POL016681,39,4076
POL037391,59,17804
POL014860,47,7788
POL056282,52,4076
POL006755,41,8794
POL044549,50,27003
POL038957,47,8794
POL053843,50,34738
POL040108,40,34738
POL055578,62,5410
POL028329,44,4990
POL027469,38,6108
POL047341,56,7788
POL022307,40,4990
POL024444,36,8794
POL049086,40,7788
POL014198,54,7788
POL044326,44,17804
POL033203,45,34791
POL048560,54,8794
POL049437,63,17804
POL029234,47,6112
POL005861,41,8794
POL039964,60,65567
POL053906,42,5410
POL035386,41,16206
POL034902,41,6108
POL010152,49,73430
POL013554,41,34738
POL007358,44,7788
POL033959,53,7788
POL010347,37,8794
POL050875,50,4990
POL020477,55,8794
POL034823,60,8794
POL047404,45,5410
POL003186,35,73430
POL034008,53,8794
POL032182,35,8794
POL028248,61,4076
POL049499,48,8794
POL003785,40,27003
POL032229,54,4076
POL018482,44,8794
POL006516,35,7788
POL051911,43,4990
POL039583,42,4076
POL053480,44,8794
POL009617,40,34738
POL035726,44,6108
POL023240,42,73430
POL016165,58,27003
POL037986,43,4076
POL048276,45,7788
POL031669,37,8794
POL046697,36,6108
POL036406,39,34738
POL002363,48,8794
POL015892,43,7788
POL001091,53,8794
POL051248,54,4076
POL045240,61,5410
POL018533,55,7788
POL050579,38,27003
POL052838,46,8794
POL029358,44,27003
POL002331,51,8794
POL026112,51,8794
POL004760,43,34738
POL047852,52,34738
POL054989,39,8794
POL038880,50,27003
POL044040,43,8794
POL048873,44,27003
POL048362,35,4076
POL007353,54,8794
POL048194,47,7788
POL051370,36,4990
POL028914,44,34738
POL036644,45,5410
POL032501,39,34738
POL028567,40,27003
POL006626,44,27742
POL039777,47,7788
POL013614,38,34738
POL035380,60,27003
POL005465,53,34738
POL029449,36,4076
POL033209,47,34738
POL013326,47,21622
POL031256,35,8794
POL023004,40,5410
POL024788,50,4076
POL009965,43,8794
POL043606,48,27003
POL017094,62,8794
POL010367,43,4076
POL003356,44,8794
POL055313,42,34738
POL035966,39,34791
POL048982,40,34738
POL054912,43,27742
POL053329,40,34738
POL038856,40,5410
POL011268,60,5410
POL019734,49,8794
POL027483,59,7788
POL005482,39,27003
POL051619,50,34738
POL008693,48,73430
POL035824,42,8794
POL014672,47,4076
POL030203,37,34738
POL009058,39,4076
POL055633,37,27742
POL015862,50,7788
POL025350,44,13051
POL035344,52,17804
POL005882,40,6108
POL020307,53,8794
POL056854,46,8794
POL036832,40,8794
POL041332,44,4076
POL053682,60,34738
POL044044,41,73430
POL007756,48,27003
POL016980,36,4990
POL039536,41,34791
POL036306,35,34791
POL010656,37,27003
POL022794,47,27003
POL005880,43,65567
POL020572,41,8794
POL034709,40,27003
POL044613,43,13051
POL028582,61,4076
POL056583,39,17804
POL003878,36,65567
POL034563,36,8794
POL032565,48,8794
POL041772,40,5410
POL019475,45,4076
POL023480,40,34791
POL035956,40,8794
POL052437,52,8794
POL035282,44,27003
POL017979,47,34738
POL016298,47,8794
POL049692,39,6112
POL050100,50,7788
POL047518,57,7788
POL015710,54,8794
POL032431,35,27003
POL047147,42,4076
POL056435,37,8794
POL053333,48,73430
POL007793,49,4076
POL056533,46,8794
POL020463,47,8794
POL034028,40,8794
POL024540,50,34738
POL025863,40,17804
POL045891,47,4076
POL043780,51,16206
POL018253,36,34738
POL005138,36,34738
POL022184,51,4990
POL016387,38,16733
POL031500,45,34791
POL009865,46,73430
POL031166,47,8794
POL028834,52,34791
POL030712,44,6108
POL045277,38,8794
POL005928,58,27003
POL008912,43,8794
POL004690,49,65567
POL026355,39,4076
POL040629,41,4076
POL023046,36,290
POL025015,55,34738
POL055664,48,4076
POL054097,40,34738
POL056998,53,3264
POL050886,39,34738
POL001306,56,73430
POL032858,35,73430
POL055468,37,8794
POL039396,36,4076
POL019221,39,27003
POL002880,43,8794
POL010262,47,8794
POL036718,53,34791
POL054569,37,8794
POL020143,52,4990
POL038597,40,34738
POL031347,48,8794
POL020154,35,35036
POL053733,49,7788
POL040968,48,8794
POL018617,43,4076
POL051838,54,5410
POL034065,42,8794
POL016093,40,8794
POL042037,42,27003
POL028116,41,34738
POL018940,50,27003
POL051328,39,8794
POL026874,49,73430
POL028705,43,73430
POL056898,44,4990
POL023859,47,8794
POL027269,48,8794
POL006592,37,13051
POL037638,41,8794
POL030264,47,290
POL002236,39,8794
POL001351,48,27003
POL022852,36,8794
POL043731,46,34738
POL021170,43,17804
POL037586,36,4076
POL015904,39,4076
POL020686,49,34738
POL016748,47,4076
POL024928,48,8794
POL042135,40,27003
POL001248,37,5410
POL021266,48,73430
POL008950,41,6108
POL013923,36,8794
POL050069,43,17804
POL001162,40,34738
POL022926,44,4076
POL000418,53,4076
POL040372,57,8794
POL030659,46,8794
POL003434,40,27003
POL034214,40,8794
POL052577,45,27003
POL048060,47,4076
POL004535,49,34738
POL035022,35,34738
